Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
P49327,Q99IB8-PRO_0000045603,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:23427160|imex:IM-26063,9606,356411,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8840072|imex:IM-26063-9,intact-miscore:0.56,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
P49327,Q99IB8-PRO_0000045603,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:23427160|imex:IM-26063,9606,356411,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8840087|imex:IM-26063-11,intact-miscore:0.56,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
P17844,P27958-PRO_0000037577,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:22640416|imex:IM-26064,9606,63746,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8840956|imex:IM-26064-7,intact-miscore:0.73,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
P17844,P27958-PRO_0000037577,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:22640416|imex:IM-26064,9606,63746,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841052|imex:IM-26064-11,intact-miscore:0.73,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
P53350,Q99IB8-PRO_0000045602,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:20534861|imex:IM-25929,9606,356411,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841159|imex:IM-25929-7,intact-miscore:0.46,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
P53350,Q99IB8-PRO_0000045602,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:20534861|imex:IM-25929,9606,356411,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841141|imex:IM-25929-5,intact-miscore:0.46,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
O60664,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:23593007|imex:IM-25901,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841247|imex:IM-25901-5,intact-miscore:0.60,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O60664,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:23593007|imex:IM-25901,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841227|imex:IM-25901-3,intact-miscore:0.60,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O60664,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:23593007|imex:IM-25901,9606,333284,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841279|imex:IM-25901-7,intact-miscore:0.60,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O60664,Q99IB8-PRO_0000045602,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:23593007|imex:IM-25901,9606,356411,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8841287|imex:IM-25901-9,intact-miscore:0.27,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
Q92985-1,F5HDE4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:11943871|imex:IM-21680,9606,868565,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-8844046|imex:IM-21680-4,intact-miscore:0.46,uniprotkb,uniprotkb,Human herpesvirus 8 strain GK18,Human herpesvirus 8 strain GK18
Q92985-1,F5HDE4,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:11943871|imex:IM-21680,9606,868565,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0486""(UniProt)",intact:EBI-8844060|imex:IM-21680-5,intact-miscore:0.46,uniprotkb,uniprotkb,Human herpesvirus 8 strain GK18,Human herpesvirus 8 strain GK18
Q92985,F5HDE4,"psi-mi:""MI:0018""(two hybrid)",pubmed:11943871|imex:IM-21680,9606,868565,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-8844008|imex:IM-21680-2,intact-miscore:0.51,uniprotkb,uniprotkb,Human herpesvirus 8 strain GK18,Human herpesvirus 8 strain GK18
O00499,P27958-PRO_0000037576,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:12604805|imex:IM-26022,9606,63746,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8847572|imex:IM-26022-7,intact-miscore:0.74,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
O00499,P27958-PRO_0000037576,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:12604805|imex:IM-26022,9606,63746,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8847496|imex:IM-26022-1,intact-miscore:0.74,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
O00499-6,P27958-PRO_0000037576,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:12604805|imex:IM-26022,9606,63746,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8870191|imex:IM-26022-13,intact-miscore:0.40,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
O00499-7,P27958-PRO_0000037576,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:12604805|imex:IM-26022,9606,63746,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8870176|imex:IM-26022-11,intact-miscore:0.40,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
P42356,Q99IB8-PRO_0000045602,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:23675303|imex:IM-25991,9606,356411,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8847602|imex:IM-25991-1,intact-miscore:0.73,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
P42356,Q99IB8-PRO_0000045602,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:23675303|imex:IM-25991,9606,356411,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8849047|imex:IM-25991-5,intact-miscore:0.73,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
P05455,Q99IB8-PRO_0000045603,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:23552417|imex:IM-25876,9606,356411,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8849120|imex:IM-25876-3,intact-miscore:0.40,uniprotkb,uniprotkb,Hepatitis C virus JFH-1,Hepatitis C virus JFH-1
Q9P0L0,P27958-PRO_0000037576,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:16996479|imex:IM-25948,9606,63746,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8849234|imex:IM-25948-1,intact-miscore:0.78,uniprotkb,uniprotkb,Hepatitis C virus (isolate H77),Hepatitis C virus (isolate H77)
P61978,P29846-PRO_0000037666,"psi-mi:""MI:0018""(two hybrid)",pubmed:9651361|imex:IM-25947,9606,31645,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8849298|imex:IM-25947-1,intact-miscore:0.64,uniprotkb,uniprotkb,Hepatitis C virus (isolate Taiwan),Hepatitis C virus (isolate Taiwan)
P61978,P29846-PRO_0000037666,"psi-mi:""MI:0018""(two hybrid)",pubmed:9651361|imex:IM-25947,9606,31645,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-8872715|imex:IM-25947-17,intact-miscore:0.64,uniprotkb,uniprotkb,Hepatitis C virus (isolate Taiwan),Hepatitis C virus (isolate Taiwan)
O43866,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078533|imex:IM-25957-11,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8TD31,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078529|imex:IM-25957-269,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8N0Z3,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078517|imex:IM-25957-349,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q494V2,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078513|imex:IM-25957-83,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q96H12,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078509|imex:IM-25957-445,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q6P1W5,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078505|imex:IM-25957-347,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O95153,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078489|imex:IM-25957-631,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8IXJ9,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078481|imex:IM-25957-161,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q15052,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078473|imex:IM-25957-265,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O15084,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078465|imex:IM-25957-627,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q6UB98,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078461|imex:IM-25957-345,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9P0V9,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078457|imex:IM-25957-343,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P53365,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078469|imex:IM-25957-443,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P13378,Q9WMX2-PRO_0000037549,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081737|imex:IM-25957-119,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P22736,Q9WMX2-PRO_0000037552,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081789|imex:IM-25957-411,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9BYW2,Q9WMX2-PRO_0000037552,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081785|imex:IM-25957-399,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O94966,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081761|imex:IM-25957-315,intact-miscore:0.55,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O00499,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081765|imex:IM-25957-317,intact-miscore:0.75,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9BQ52,Q9WMX2-PRO_0000037549,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081733|imex:IM-25957-397,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P68371,Q9WMX2-PRO_0000037552,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081781|imex:IM-25957-199,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P13378,Q9WMX2-PRO_0000037552,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081777|imex:IM-25957-299,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9UMX0,Q9WMX2-PRO_0000037549,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081741|imex:IM-25957-195,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9H0Q3,Q9WMX2-PRO_0000037546,"psi-mi:""MI:0018""(two hybrid)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081797|imex:IM-25957-585,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q86U42,Q9WMX2-PRO_0000037541,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081829|imex:IM-25957-691,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P31629,Q9WMX2-PRO_0000037541,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081825|imex:IM-25957-233,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8NF91,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081937|imex:IM-25957-431,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9HAU4,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081933|imex:IM-25957-67,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q96M27,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081917|imex:IM-25957-515,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P55209,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081909|imex:IM-25957-253,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q96NW7,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081901|imex:IM-25957-147,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P32456,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081889|imex:IM-25957-429,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8TES7,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081885|imex:IM-25957-251,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q6ZS17,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081881|imex:IM-25957-427,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P68104,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081873|imex:IM-25957-63,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q96N67,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081869|imex:IM-25957-61,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q6P2H3,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081857|imex:IM-25957-249,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q27J81,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081849|imex:IM-25957-247,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q16548,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081845|imex:IM-25957-605,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q96JM7,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081182|imex:IM-25957-685,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P31629,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081019|imex:IM-25957-603,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O43559,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9080999|imex:IM-25957-143,intact-miscore:0.57,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8N3Z6,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9080987|imex:IM-25957-225,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9Y228,Q9WMX2-PRO_0000037549,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081965|imex:IM-25957-517,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8TBC4,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081953|imex:IM-25957-237,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P24557,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081945|imex:IM-25957-589,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9UMS6,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081941|imex:IM-25957-415,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9GZN7,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081929|imex:IM-25957-587,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9UJF2,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081925|imex:IM-25957-413,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
