Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
Q96CG3,Q12933,"psi-mi:""MI:0018""(two hybrid)",pubmed:11798190|mint:MINT-5215024,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8078405|mint:MINT-50380,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q12933,Q96CG3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:11798190|mint:MINT-5215024,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8078616|mint:MINT-50381,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q09472,Q04206,"psi-mi:""MI:0045""(experimental interaction detection)",pubmed:11533489|mint:MINT-5214468,9606,9606,"psi-mi:""MI:0192""(acetylation reaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7946778|mint:MINT-50178,intact-miscore:0.66,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O15379,Q04206,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:11533489|mint:MINT-5214468,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7946805|mint:MINT-50179,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q13501,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:12857745|mint:MINT-5216530,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-6967428|mint:MINT-50207,intact-miscore:0.81,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55036,P0CG48,"psi-mi:""MI:0047""(far western blotting)",mint:MINT-5220924|pubmed:8570649,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8669271|mint:MINT-50198,intact-miscore:0.85,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q13501,"psi-mi:""MI:0018""(two hybrid)",pubmed:8702753|mint:MINT-5221121,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8685087|mint:MINT-50201,intact-miscore:0.81,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q13501,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:8702753|mint:MINT-5221121,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8685112|mint:MINT-50202,intact-miscore:0.81,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,P55036,"psi-mi:""MI:0096""(pull down)",pubmed:9488668|mint:MINT-6547631,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8678558|mint:MINT-50255,intact-miscore:0.85,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55036,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:9488668|mint:MINT-6547631,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8678583|mint:MINT-50256,intact-miscore:0.85,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P54252-1,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:14559776|mint:MINT-5216765,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7046651|mint:MINT-50267,intact-miscore:0.70,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P54252-1,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:14559776|mint:MINT-5216765,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7046692|mint:MINT-50268,intact-miscore:0.70,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,O14964,"psi-mi:""MI:0096""(pull down)",mint:MINT-5215741|pubmed:12230472|doi:10.1034/j.1600-0854.2002.31006,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8529771|mint:MINT-50265,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14964,P46934,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",mint:MINT-5215741|pubmed:12230472|doi:10.1034/j.1600-0854.2002.31006,9606,9606,"psi-mi:""MI:0220""(ubiquitination reaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8529799|mint:MINT-50266,intact-miscore:0.44,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,O14964,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646680|mint:MINT-50270,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q92783,P0CG48,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646800|mint:MINT-50282,intact-miscore:0.77,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14964,P0CG48,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646814|mint:MINT-50284,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q92783,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646786|mint:MINT-50277,intact-miscore:0.77,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14964,P0CG48,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646853|mint:MINT-50269,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q92783,P0CG48,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646889|mint:MINT-50275,intact-miscore:0.77,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75886,P0CG48,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646925|mint:MINT-50279,intact-miscore:0.44,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q92783,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646907|mint:MINT-50276,intact-miscore:0.77,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,O14964,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:12750381|mint:MINT-5216384,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8646978|mint:MINT-50283,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P54252-1,P51665,"psi-mi:""MI:0029""(cosedimentation through density gradient)",pubmed:12944474|mint:MINT-5216642|doi:10.1128/MCB.23.18.6469-6483.2003,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7000404|mint:MINT-50298,intact-miscore:0.50,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55072,P54252-1,"psi-mi:""MI:0029""(cosedimentation through density gradient)",pubmed:12944474|mint:MINT-5216642|doi:10.1128/MCB.23.18.6469-6483.2003,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7000422|mint:MINT-50299,intact-miscore:0.83,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55072,P54252-1,"psi-mi:""MI:0096""(pull down)",pubmed:12944474|mint:MINT-5216642|doi:10.1128/MCB.23.18.6469-6483.2003,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7000506|mint:MINT-50296,intact-miscore:0.83,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P51665,P54252-1,"psi-mi:""MI:0096""(pull down)",pubmed:12944474|mint:MINT-5216642|doi:10.1128/MCB.23.18.6469-6483.2003,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7000552|mint:MINT-50300,intact-miscore:0.50,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P54725,P55036,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:12970176|mint:MINT-5216668,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7004506|mint:MINT-50290,intact-miscore:0.95,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55036,P54725,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:12970176|mint:MINT-5216668,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7004534|mint:MINT-50291,intact-miscore:0.95,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,P63146,"psi-mi:""MI:0077""(nuclear magnetic resonance)",pubmed:10388568|mint:MINT-5211616,9606,9606,"psi-mi:""MI:0195""(covalent binding)","psi-mi:""MI:0471""(MINT)",intact:EBI-7045241|mint:MINT-50303,intact-miscore:0.44,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14964,P0CG48,"psi-mi:""MI:0077""(nuclear magnetic resonance)",mint:MINT-5215700|pubmed:12207904,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8520508|mint:MINT-50293,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14964,P0CG48,"psi-mi:""MI:0016""(circular dichroism)",mint:MINT-5215700|pubmed:12207904,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8520537|mint:MINT-50292,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q96FW1,"psi-mi:""MI:0096""(pull down)",pubmed:11689694|mint:MINT-5214752|doi:10.1128/MCB.21.23.8035-8044.2001,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8028746|mint:MINT-50324,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q9UBN7,"psi-mi:""MI:0018""(two hybrid)",pubmed:12354939|mint:MINT-5215786,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8537358|mint:MINT-50319,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q9UBN7,"psi-mi:""MI:0096""(pull down)",pubmed:12354939|mint:MINT-5215786,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8537388|mint:MINT-50320,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9UBN7,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:12354939|mint:MINT-5215786,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8537409|mint:MINT-50321,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P01112,P12931,"psi-mi:""MI:0096""(pull down)",mint:MINT-5216326|pubmed:12695509,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-8633225|mint:MINT-50376,intact-miscore:0.57,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P15056,P31946,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300149|mint:MINT-50344,intact-miscore:0.86,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P31946,P08107,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300135|mint:MINT-50346,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75643,P31946,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300184|mint:MINT-50348,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O43143,P31946,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300198|mint:MINT-50345,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P31946,Q9UBF8,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300211|mint:MINT-50347,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,P27986,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300246|mint:MINT-50352,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O43143,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300260|mint:MINT-50349,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9P2M7,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300322|mint:MINT-50356,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75400,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300273|mint:MINT-50355,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55196,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300348|mint:MINT-50350,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q00537,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300361|mint:MINT-50351,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,P11940,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300427|mint:MINT-50354,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,Q9UBF8,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300335|mint:MINT-50353,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,Q13748,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300479|mint:MINT-50364,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P35527,P27348,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300440|mint:MINT-50365,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,Q9H0B6,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300519|mint:MINT-50360,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,P08107,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300538|mint:MINT-50363,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,Q9UBF8,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300557|mint:MINT-50361,intact-miscore:0.76,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,Q9BQA1,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300612|mint:MINT-50362,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P15056,P27348,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300666|mint:MINT-50372,intact-miscore:0.86,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,P11142,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300631|mint:MINT-50373,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,P40818,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300680|mint:MINT-50371,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P33176,P27348,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300729|mint:MINT-50370,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61326,P27348,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300694|mint:MINT-50369,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P27348,P38919,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300743|mint:MINT-50375,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14744,P27348,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300757|mint:MINT-50374,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8NEB9,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300825|mint:MINT-50681,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75592,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300807|mint:MINT-50384,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q6ICG6,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300873|mint:MINT-50682,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P78527,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300859|mint:MINT-50679,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15393,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300907|mint:MINT-50785,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q7L8J4,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7300926|mint:MINT-50787,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8TEW8,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301095|mint:MINT-50789,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,Q9ULJ3,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301132|mint:MINT-50788,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,P49840,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301171|mint:MINT-50786,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9H0B6,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301210|mint:MINT-50784,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q14739,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301287|mint:MINT-50793,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,P46937,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301248|mint:MINT-50887,intact-miscore:0.81,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q99459,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301320|mint:MINT-50856,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P18583,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301359|mint:MINT-50859,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,Q9UDY2,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301377|mint:MINT-50823,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,O75494,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301434|mint:MINT-50843,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,O75044,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301416|mint:MINT-50874,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75643,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301473|mint:MINT-50857,intact-miscore:0.59,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P61981,Q14155,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301492|mint:MINT-50807,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8NEM2,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301573|mint:MINT-50847,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15276,P61981,"psi-mi:""MI:0019""(coimmunoprecipitation)",pubmed:15324660|mint:MINT-5217174,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7301591|mint:MINT-50882,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
